承認番号,販売名,原始主成分,標準化成分,同義詞,drugbank_id,映射成功
640451036,オメガシン点滴用０．３ｇ　３００ｍｇ,ｵﾒｶﾞｼﾝﾃﾝﾃｷﾖｳ0.3G,ｵﾒｶﾞｼﾝﾃﾝﾃｷﾖｳ0.3G,,,False
640451037,オメガシン点滴用０．３ｇバッグ　３００ｍｇ生理食塩液１００ｍＬ付,ｵﾒｶﾞｼﾝﾃﾝﾃｷﾖｳ0.3Gﾊﾞｯｸ,ｵﾒｶﾞｼﾝﾃﾝﾃｷﾖｳ0.3Gﾊﾞｯｸ,,,False
640453024,イムノマックス−γ注５０　５０万国内標準単位（溶解液付）,ｲﾑﾉﾏｯｸｽ-ｶﾞﾝﾏﾁｭｳ50,ｲﾑﾉﾏｯｸｽ-ｶﾞﾝﾏﾁｭｳ50,,,False
640453025,イムノマックス−γ注１００　１００万国内標準単位（溶解液付）,ｲﾑﾉﾏｯｸｽ-ｶﾞﾝﾏﾁｭｳ100,ｲﾑﾉﾏｯｸｽ-ｶﾞﾝﾏﾁｭｳ100,,,False
640453051,モルヒネ塩酸塩注射液　４％５ｍＬ,ﾓﾙﾋﾈｴﾝ,ﾓﾙﾋﾈｴﾝ,,,False
640453060,乾燥濃縮人アンチトロンビン３　１，５００単位（溶解液付）,ｶﾝｿｳﾉｳｼｭｸﾋﾄｱﾝﾁﾄﾛﾝﾋﾞﾝ,ｶﾝｿｳﾉｳｼｭｸﾋﾄｱﾝﾁﾄﾛﾝﾋﾞﾝ,,,False
640453080,シオゾール注１０ｍｇ　１ｍＬ,ｼｵｿﾞｰﾙﾁｭｳ10MG,ｼｵｿﾞｰﾙﾁｭｳ10MG,,,False
640453081,シオゾール注２５ｍｇ　１ｍＬ,ｼｵｿﾞｰﾙﾁｭｳ25MG,ｼｵｿﾞｰﾙﾁｭｳ25MG,,,False
640453139,トブラシン注小児用１０ｍｇ,ﾄﾌﾞﾗｼﾝﾁｭｳｼｮｳﾆﾖｳ10MG,ﾄﾌﾞﾗｼﾝﾁｭｳｼｮｳﾆﾖｳ10MG,,,False
640453140,トブラシン注６０ｍｇ,ﾄﾌﾞﾗｼﾝﾁｭｳ60MG,ﾄﾌﾞﾗｼﾝﾁｭｳ60MG,,,False
640453163,ポリエチレングリコール処理抗ＨＢｓ人免疫グロブリン　千単位５ｍＬ,ﾎﾟﾘｴﾁﾚﾝｸﾞﾘｺｰﾙｼｮﾘｺｳHB,ﾎﾟﾘｴﾁﾚﾝｸﾞﾘｺｰﾙｼｮﾘｺｳHB,,,False
640454001,アリナミンＦ５注　５ｍｇ,ｱﾘﾅﾐﾝF5ﾁｭｳ,ｱﾘﾅﾐﾝF5ﾁｭｳ,,,False
640454002,アリナミンＦ１０注　１０ｍｇ,ｱﾘﾅﾐﾝF10ﾁｭｳ,ｱﾘﾅﾐﾝF10ﾁｭｳ,,,False
640454006,オンコビン注射用１ｍｇ,ｵﾝｺﾋﾞﾝ,ｵﾝｺﾋﾞﾝ,,,False
640454012,ジェムザール注射用１ｇ,ｼﾞｪﾑｻﾞｰﾙ,ｼﾞｪﾑｻﾞｰﾙ,,,False
640454013,ジェムザール注射用２００ｍｇ,ｼﾞｪﾑｻﾞｰﾙ,ｼﾞｪﾑｻﾞｰﾙ,,,False
640454017,セファランチン注１０ｍｇ　０．５％２ｍＬ,ｾﾌｧﾗﾝﾁﾝﾁｭｳ10MG,ｾﾌｧﾗﾝﾁﾝﾁｭｳ10MG,,,False
640454018,セフォタックス注射用０．５ｇ　５００ｍｇ,ｾﾌｫﾀｯｸｽ,ｾﾌｫﾀｯｸｽ,,,False
640454019,セフォタックス注射用１ｇ,ｾﾌｫﾀｯｸｽ,ｾﾌｫﾀｯｸｽ,,,False
640454021,セルシン注射液５ｍｇ,ｾﾙｼﾝ,ｾﾙｼﾝ,,,False
640454022,セルシン注射液１０ｍｇ,ｾﾙｼﾝ,ｾﾙｼﾝ,,,False
640454027,ニコリンＨ注射液０．５ｇ　２５％２ｍＬ,ﾆｺﾘﾝH,ﾆｺﾘﾝH,,,False
640454028,ニコリンＨ注射液１ｇ　２５％４ｍＬ,ﾆｺﾘﾝH,ﾆｺﾘﾝH,,,False
640454029,ニコリン注射液１００ｍｇ　５％２ｍＬ,ﾆｺﾘﾝ,ﾆｺﾘﾝ,,,False
640454030,ニコリン注射液２５０ｍｇ　１２．５％２ｍＬ,ﾆｺﾘﾝ,ﾆｺﾘﾝ,,,False
640454031,ニコリン注射液５００ｍｇ　５％１０ｍＬ,ﾆｺﾘﾝ,ﾆｺﾘﾝ,,,False
640454032,ノバントロン注２０ｍｇ　１０ｍＬ,ﾉﾊﾞﾝﾄﾛﾝﾁｭｳ20MG,ﾉﾊﾞﾝﾄﾛﾝﾁｭｳ20MG,,,False
640454034,パルクス注５μｇ　１ｍＬ,ﾊﾟﾙｸｽﾁｭｳ5ﾏｲｸﾛG,ﾊﾟﾙｸｽﾁｭｳ5ﾏｲｸﾛG,,,False
640454035,パルクス注１０μｇ　２ｍＬ,ﾊﾟﾙｸｽﾁｭｳ10ﾏｲｸﾛG,ﾊﾟﾙｸｽﾁｭｳ10ﾏｲｸﾛG,,,False
640454036,ヒルトニン０．５ｍｇ注射液,ﾋﾙﾄﾆﾝ0.5MG,ﾋﾙﾄﾆﾝ0.5MG,,,False
640454039,フォリルモンＰ注７５　７５単位（溶解液付）,ﾌｫﾘﾙﾓﾝPﾁｭｳ75,ﾌｫﾘﾙﾓﾝPﾁｭｳ75,,,False
640454043,プロテアミン１２注射液　（１２％）２００ｍＬ,ﾌﾟﾛﾃｱﾐﾝ12,ﾌﾟﾛﾃｱﾐﾝ12,,,False
640454044,リプル注５μｇ　１ｍＬ,ﾘﾌﾟﾙﾁｭｳ5ﾏｲｸﾛG,ﾘﾌﾟﾙﾁｭｳ5ﾏｲｸﾛG,,,False
640454045,リプル注１０μｇ　２ｍＬ,ﾘﾌﾟﾙﾁｭｳ10ﾏｲｸﾛG,ﾘﾌﾟﾙﾁｭｳ10ﾏｲｸﾛG,,,False
640460006,５０％ブドウ糖注射液「ニッシン」　２０ｍＬ,50%ﾌﾞﾄﾞｳﾄｳ,50%ﾌﾞﾄﾞｳﾄｳ,,,False
640460009,生理食塩液「ヒカリ」　５００ｍＬ,ｾｲﾘｼｮｸｴﾝｴｷﾋｶﾘ,ｾｲﾘｼｮｸｴﾝｴｷﾋｶﾘ,,,False
640460011,光糖液５％　５００ｍＬ,ﾋｶﾘﾄｳｴｷ5%,ﾋｶﾘﾄｳｴｷ5%,,,False
640461005,エルカトニン１０エルカトニン単位１ｍＬ注射液,ｴﾙｶﾄﾆﾝ10ｴﾙｶﾄﾆﾝﾀﾝｲ1ML,ｴﾙｶﾄﾆﾝ10ｴﾙｶﾄﾆﾝﾀﾝｲ1ML,,,False
640462004,ゾラデックスＬＡ１０．８ｍｇデポ　（ゴセレリンとして）,ｿﾞﾗﾃﾞｯｸｽLA10.8MGﾃﾞﾎﾟ,ｿﾞﾗﾃﾞｯｸｽLA10.8MGﾃﾞﾎﾟ,,,False
640462006,レミケード点滴静注用１００　１００ｍｇ,ﾚﾐｹｰﾄﾞﾃﾝﾃｷ,ﾚﾐｹｰﾄﾞﾃﾝﾃｷ,,,False
640462007,ロイスタチン注８ｍｇ　８ｍＬ,ﾛｲｽﾀﾁﾝﾁｭｳ8MG,ﾛｲｽﾀﾁﾝﾁｭｳ8MG,,,False
640462008,オフサグリーン静注用２５ｍｇ　（溶解液付）,ｵﾌｻｸﾞﾘｰﾝ,ｵﾌｻｸﾞﾘｰﾝ,,,False
640462011,グランシリンジ７５　７５μｇ０．３ｍＬ,ｸﾞﾗﾝｼﾘﾝｼﾞ75,ｸﾞﾗﾝｼﾘﾝｼﾞ75,,,False
640462012,グランシリンジ１５０　１５０μｇ０．６ｍＬ,ｸﾞﾗﾝｼﾘﾝｼﾞ150,ｸﾞﾗﾝｼﾘﾝｼﾞ150,,,False
640462013,グランシリンジＭ３００　３００μｇ０．７ｍＬ,ｸﾞﾗﾝｼﾘﾝｼﾞM300,ｸﾞﾗﾝｼﾘﾝｼﾞM300,,,False
640462032,パシル点滴静注液３００ｍｇ　１００ｍＬ,ﾊﾟｼﾙﾃﾝﾃｷ,ﾊﾟｼﾙﾃﾝﾃｷ,,,False
640462033,パシル点滴静注液５００ｍｇ　１００ｍＬ,ﾊﾟｼﾙﾃﾝﾃｷ,ﾊﾟｼﾙﾃﾝﾃｷ,,,False
640462038,カルセド注射用２０ｍｇ,ｶﾙｾﾄﾞ,ｶﾙｾﾄﾞ,,,False
640462039,カルセド注射用５０ｍｇ,ｶﾙｾﾄﾞ,ｶﾙｾﾄﾞ,,,False
640462040,ファンガード点滴用５０ｍｇ,ﾌｧﾝｶﾞｰﾄﾞﾃﾝﾃｷﾖｳ50MG,ﾌｧﾝｶﾞｰﾄﾞﾃﾝﾃｷﾖｳ50MG,,,False
640462041,ファンガード点滴用７５ｍｇ,ﾌｧﾝｶﾞｰﾄﾞﾃﾝﾃｷﾖｳ75MG,ﾌｧﾝｶﾞｰﾄﾞﾃﾝﾃｷﾖｳ75MG,,,False
640462042,ブレビブロック注　１００ｍｇ　１０ｍＬ,ﾌﾞﾚﾋﾞﾌﾞﾛｯｸﾁｭｳ100MG,ﾌﾞﾚﾋﾞﾌﾞﾛｯｸﾁｭｳ100MG,,,False
640462043,リゾビスト注　４４．６ｍｇ１．６ｍＬ,ﾘｿﾞﾋﾞｽﾄﾁｭｳ,ﾘｿﾞﾋﾞｽﾄﾁｭｳ,,,False
640462052,エスポー皮下用２４０００シリンジ　２４，０００国際単位０．５ｍＬ,ｴｽﾎﾟｰﾋｶﾖｳ24000ｼﾘﾝｼﾞ,ｴｽﾎﾟｰﾋｶﾖｳ24000ｼﾘﾝｼﾞ,,,False
640462059,ペントシリン静注用１ｇバッグ　（生理食塩液１００ｍＬ付）,ﾍﾟﾝﾄｼﾘﾝ,ﾍﾟﾝﾄｼﾘﾝ,,,False
640462060,ペントシリン静注用２ｇバッグ　（生理食塩液１００ｍＬ付）,ﾍﾟﾝﾄｼﾘﾝ,ﾍﾟﾝﾄｼﾘﾝ,,,False
640463002,アリナミン注射液１０ｍｇ,ｱﾘﾅﾐﾝ,ｱﾘﾅﾐﾝ,,,False
640463006,イオフェタミン（１２３Ｉ）注射液「第一」,ｲｵﾌｪﾀﾐﾝ123I,ｲｵﾌｪﾀﾐﾝ123I,,,False
640463037,エポジン注シリンジ７５０　７５０国際単位０．５ｍＬ,ｴﾎﾟｼﾞﾝﾁｭｳｼﾘﾝｼﾞ750,ｴﾎﾟｼﾞﾝﾁｭｳｼﾘﾝｼﾞ750,,,False
640463038,エポジン注シリンジ１５００　１，５００国際単位０．５ｍＬ,ｴﾎﾟｼﾞﾝﾁｭｳｼﾘﾝｼﾞ1500,ｴﾎﾟｼﾞﾝﾁｭｳｼﾘﾝｼﾞ1500,,,False
640463039,エポジン注シリンジ３０００　３，０００国際単位０．５ｍＬ,ｴﾎﾟｼﾞﾝﾁｭｳｼﾘﾝｼﾞ3000,ｴﾎﾟｼﾞﾝﾁｭｳｼﾘﾝｼﾞ3000,,,False
640463046,カルチコール注射液８．５％５ｍＬ,ｶﾙﾁｺｰﾙ,ｶﾙﾁｺｰﾙ,,,False
640463047,カルチコール注射液８．５％１０ｍＬ,ｶﾙﾁｺｰﾙ,ｶﾙﾁｺｰﾙ,,,False
640463094,トランサミン注５％　５ｍＬ,ﾄﾗﾝｻﾐﾝﾁｭｳ5%,ﾄﾗﾝｻﾐﾝﾁｭｳ5%,,,False
640463095,トランサミン注１０％　２．５ｍＬ,ﾄﾗﾝｻﾐﾝﾁｭｳ10%,ﾄﾗﾝｻﾐﾝﾁｭｳ10%,,,False
640463096,トランサミン注１０％　１０ｍＬ,ﾄﾗﾝｻﾐﾝﾁｭｳ10%,ﾄﾗﾝｻﾐﾝﾁｭｳ10%,,,False
640463104,ピーゼットシー筋注２ｍｇ　０．２％１ｍＬ,ﾋﾟｰｾﾞｯﾄｼｰｷﾝﾁｭｳ2MG,ﾋﾟｰｾﾞｯﾄｼｰｷﾝﾁｭｳ2MG,,,False
640463106,フルデカシン筋注２５ｍｇ　１ｍＬ,ﾌﾙﾃﾞｶｼﾝｷﾝﾁｭｳ25MG,ﾌﾙﾃﾞｶｼﾝｷﾝﾁｭｳ25MG,,,False
640463129,ミネラミック注　２ｍＬ,ﾐﾈﾗﾐｯｸﾁｭｳ,ﾐﾈﾗﾐｯｸﾁｭｳ,,,False
640463133,メドレニック注　２ｍＬ,ﾒﾄﾞﾚﾆｯｸﾁｭｳ,ﾒﾄﾞﾚﾆｯｸﾁｭｳ,,,False
640470011,ロセフィン点滴静注用１ｇバッグ　（生理食塩液１００ｍＬ付）,ﾛｾﾌｨﾝﾃﾝﾃｷ,ﾛｾﾌｨﾝﾃﾝﾃｷ,,,False
641110021,ラボナール注射用０．３ｇ　３００ｍｇ,ﾗﾎﾞﾅｰﾙ,ﾗﾎﾞﾅｰﾙ,,,False
641110022,ラボナール注射用０．５ｇ　５００ｍｇ,ﾗﾎﾞﾅｰﾙ,ﾗﾎﾞﾅｰﾙ,,,False
641140045,スルピリン注射液　１０％２ｍＬ,ｽﾙﾋﾟﾘﾝ,ｽﾙﾋﾟﾘﾝ,,,False
641140046,スルピリン注射液　２５％１ｍＬ,ｽﾙﾋﾟﾘﾝ,ｽﾙﾋﾟﾘﾝ,,,False
641140047,スルピリン注射液　２５％２ｍＬ,ｽﾙﾋﾟﾘﾝ,ｽﾙﾋﾟﾘﾝ,,,False
641140049,スルピリン注射液　５０％１ｍＬ,ｽﾙﾋﾟﾘﾝ,ｽﾙﾋﾟﾘﾝ,,,False
641140051,ソセゴン注射液１５ｍｇ,ｿｾｺﾞﾝ,ｿｾｺﾞﾝ,,,False
641140052,ソセゴン注射液３０ｍｇ,ｿｾｺﾞﾝ,ｿｾｺﾞﾝ,,,False
641160001,トラベルミン注　１ｍＬ,ﾄﾗﾍﾞﾙﾐﾝﾁｭｳ,ﾄﾗﾍﾞﾙﾐﾝﾁｭｳ,,,False
641170001,アタラックス−Ｐ注射液（２５ｍｇ／ｍｌ）　２．５％１ｍＬ,ｱﾀﾗｯｸｽ-P,ｱﾀﾗｯｸｽ-P,,,False
641170002,アタラックス−Ｐ注射液（５０ｍｇ／ｍｌ）　５％１ｍＬ,ｱﾀﾗｯｸｽ-P,ｱﾀﾗｯｸｽ-P,,,False
641170026,ホリゾン注射液１０ｍｇ,ﾎﾘｿﾞﾝ,ﾎﾘｿﾞﾝ,,,False
641170031,クロルプロマジン塩酸塩注射液　０．５％２ｍＬ,ｸﾛﾙﾌﾟﾛﾏｼﾞﾝｴﾝ,ｸﾛﾙﾌﾟﾛﾏｼﾞﾝｴﾝ,,,False
641170032,クロルプロマジン塩酸塩注射液　０．５％５ｍＬ,ｸﾛﾙﾌﾟﾛﾏｼﾞﾝｴﾝ,ｸﾛﾙﾌﾟﾛﾏｼﾞﾝｴﾝ,,,False
641170033,クロルプロマジン塩酸塩注射液　１％５ｍＬ,ｸﾛﾙﾌﾟﾛﾏｼﾞﾝｴﾝ,ｸﾛﾙﾌﾟﾛﾏｼﾞﾝｴﾝ,,,False
641170047,ハロマンス注５０ｍｇ　１ｍＬ,ﾊﾛﾏﾝｽﾁｭｳ50MG,ﾊﾛﾏﾝｽﾁｭｳ50MG,,,False
641170048,ハロマンス注１００ｍｇ　１ｍＬ,ﾊﾛﾏﾝｽﾁｭｳ100MG,ﾊﾛﾏﾝｽﾁｭｳ100MG,,,False
641170052,コントミン筋注１０ｍｇ　０．５％２ｍＬ,ｺﾝﾄﾐﾝｷﾝﾁｭｳ10MG,ｺﾝﾄﾐﾝｷﾝﾁｭｳ10MG,,,False
641170056,コントミン筋注２５ｍｇ　０．５％５ｍＬ,ｺﾝﾄﾐﾝｷﾝﾁｭｳ25MG,ｺﾝﾄﾐﾝｷﾝﾁｭｳ25MG,,,False
641170058,コントミン筋注５０ｍｇ　１％５ｍＬ,ｺﾝﾄﾐﾝｷﾝﾁｭｳ50MG,ｺﾝﾄﾐﾝｷﾝﾁｭｳ50MG,,,False
641190002,ヒルトニン１ｍｇ注射液　１ｍＬ,ﾋﾙﾄﾆﾝ1MG,ﾋﾙﾄﾆﾝ1MG,,,False
641190003,ヒルトニン２ｍｇ注射液　１ｍＬ,ﾋﾙﾄﾆﾝ2MG,ﾋﾙﾄﾆﾝ2MG,,,False
641210003,キシロカイン注射液「０．５％」エピレナミン１：１００，０００含有,ｷｼﾛｶｲﾝ,ｷｼﾛｶｲﾝ,,,False
641210004,キシロカイン注射液「１％」エピレナミン（１：１００，０００）含有,ｷｼﾛｶｲﾝ,ｷｼﾛｶｲﾝ,,,False
641210005,キシロカイン注射液「２％」エピレナミン（１：８０，０００）含有,ｷｼﾛｶｲﾝ,ｷｼﾛｶｲﾝ,,,False
641210017,マーカイン注０．１２５％,ﾏｰｶｲﾝﾁｭｳ0.125%,ﾏｰｶｲﾝﾁｭｳ0.125%,,,False
641210018,マーカイン注０．２５％,ﾏｰｶｲﾝﾁｭｳ0.25%,ﾏｰｶｲﾝﾁｭｳ0.25%,,,False
641210019,マーカイン注０．５％,ﾏｰｶｲﾝﾁｭｳ0.5%,ﾏｰｶｲﾝﾁｭｳ0.5%,,,False
641210020,リドカイン注射液　０．５％,ﾘﾄﾞｶｲﾝ,ﾘﾄﾞｶｲﾝ,,,False
641210021,リドカイン注射液　０．５％３ｍＬ,ﾘﾄﾞｶｲﾝ,ﾘﾄﾞｶｲﾝ,,,False
641210022,リドカイン注射液　１％,ﾘﾄﾞｶｲﾝ,ﾘﾄﾞｶｲﾝ,,,False
641210023,リドカイン注射液　２％,ﾘﾄﾞｶｲﾝ,ﾘﾄﾞｶｲﾝ,,,False
641210024,リドカイン注射液　２％５ｍＬ,ﾘﾄﾞｶｲﾝ,ﾘﾄﾞｶｲﾝ,,,False
641210025,リドカイン注射液　１０％１０ｍＬ,ﾘﾄﾞｶｲﾝ,ﾘﾄﾞｶｲﾝ,,,False
641210026,プロカイン塩酸塩注射液　０．５％１ｍＬ,ﾌﾟﾛｶｲﾝｴﾝ,ﾌﾟﾛｶｲﾝｴﾝ,,,False
641210027,プロカイン塩酸塩注射液　０．５％２ｍＬ,ﾌﾟﾛｶｲﾝｴﾝ,ﾌﾟﾛｶｲﾝｴﾝ,,,False
641210028,プロカイン塩酸塩注射液　０．５％５ｍＬ,ﾌﾟﾛｶｲﾝｴﾝ,ﾌﾟﾛｶｲﾝｴﾝ,,,False
641210029,プロカイン塩酸塩注射液　１％１ｍＬ,ﾌﾟﾛｶｲﾝｴﾝ,ﾌﾟﾛｶｲﾝｴﾝ,,,False
641210030,プロカイン塩酸塩注射液　１％２ｍＬ,ﾌﾟﾛｶｲﾝｴﾝ,ﾌﾟﾛｶｲﾝｴﾝ,,,False
641210031,プロカイン塩酸塩注射液　１％５ｍＬ,ﾌﾟﾛｶｲﾝｴﾝ,ﾌﾟﾛｶｲﾝｴﾝ,,,False
641210032,プロカイン塩酸塩注射液　１％１０ｍＬ,ﾌﾟﾛｶｲﾝｴﾝ,ﾌﾟﾛｶｲﾝｴﾝ,,,False
641210034,プロカイン塩酸塩注射液　２％１ｍＬ,ﾌﾟﾛｶｲﾝｴﾝ,ﾌﾟﾛｶｲﾝｴﾝ,,,False
641210035,プロカイン塩酸塩注射液　２％２ｍＬ,ﾌﾟﾛｶｲﾝｴﾝ,ﾌﾟﾛｶｲﾝｴﾝ,,,False
641210036,プロカイン塩酸塩注射液　２％５ｍＬ,ﾌﾟﾛｶｲﾝｴﾝ,ﾌﾟﾛｶｲﾝｴﾝ,,,False
641210039,メピバカイン塩酸塩注射液　０．５％,ﾒﾋﾟﾊﾞｶｲﾝｴﾝ,ﾒﾋﾟﾊﾞｶｲﾝｴﾝ,,,False
641210040,メピバカイン塩酸塩注射液　１％,ﾒﾋﾟﾊﾞｶｲﾝｴﾝ,ﾒﾋﾟﾊﾞｶｲﾝｴﾝ,,,False
641210041,メピバカイン塩酸塩注射液　２％,ﾒﾋﾟﾊﾞｶｲﾝｴﾝ,ﾒﾋﾟﾊﾞｶｲﾝｴﾝ,,,False
641210042,プロカイン塩酸塩注射液　０．５％１０ｍＬ,ﾌﾟﾛｶｲﾝｴﾝ,ﾌﾟﾛｶｲﾝｴﾝ,,,False
641210058,塩プロ１％注「小林」　１ｍＬ,ｴﾝﾌﾟﾛ1%ﾁｭｳｺﾊﾞﾔｼ,ｴﾝﾌﾟﾛ1%ﾁｭｳｺﾊﾞﾔｼ,,,False
641210063,塩プロ１％注「小林」　２ｍＬ,ｴﾝﾌﾟﾛ1%ﾁｭｳｺﾊﾞﾔｼ,ｴﾝﾌﾟﾛ1%ﾁｭｳｺﾊﾞﾔｼ,,,False
641210067,塩プロ１％注「小林」　５ｍＬ,ｴﾝﾌﾟﾛ1%ﾁｭｳｺﾊﾞﾔｼ,ｴﾝﾌﾟﾛ1%ﾁｭｳｺﾊﾞﾔｼ,,,False
641210090,０．５％カルボカイン注,0.5%ｶﾙﾎﾞｶｲﾝﾁｭｳ,0.5%ｶﾙﾎﾞｶｲﾝﾁｭｳ,,,False
641210091,１％カルボカイン注,1%ｶﾙﾎﾞｶｲﾝﾁｭｳ,1%ｶﾙﾎﾞｶｲﾝﾁｭｳ,,,False
641210092,２％カルボカイン注,2%ｶﾙﾎﾞｶｲﾝﾁｭｳ,2%ｶﾙﾎﾞｶｲﾝﾁｭｳ,,,False
641210093,キシロカイン注射液０．５％,ｷｼﾛｶｲﾝ,ｷｼﾛｶｲﾝ,,,False
641210094,リドカイン注「ＮＭ」０．５％,ﾘﾄﾞｶｲﾝﾁｭｳNM0.5%,ﾘﾄﾞｶｲﾝﾁｭｳNM0.5%,,,False
641210096,キシロカイン０．５％筋注用溶解液　３ｍＬ,ｷｼﾛｶｲﾝ0.5%ｷﾝﾁｭｳﾖｳﾖｳｶ,ｷｼﾛｶｲﾝ0.5%ｷﾝﾁｭｳﾖｳﾖｳｶ,,,False
641210099,キシロカイン注射液１％,ｷｼﾛｶｲﾝ,ｷｼﾛｶｲﾝ,,,False
641210100,リドカイン注「ＮＭ」１％,ﾘﾄﾞｶｲﾝﾁｭｳNM1%,ﾘﾄﾞｶｲﾝﾁｭｳNM1%,,,False
641210102,キシロカイン注射液２％,ｷｼﾛｶｲﾝ,ｷｼﾛｶｲﾝ,,,False
641210103,リドカイン注「ＮＭ」２％,ﾘﾄﾞｶｲﾝﾁｭｳNM2%,ﾘﾄﾞｶｲﾝﾁｭｳNM2%,,,False
641220012,スキサメトニウム塩化物注射液　２％１ｍＬ,ｽｷｻﾒﾄﾆｳﾑｴﾝｶﾌﾞﾂ,ｽｷｻﾒﾄﾆｳﾑｴﾝｶﾌﾞﾂ,,,False
641220013,スキサメトニウム塩化物注射液　２％２ｍＬ,ｽｷｻﾒﾄﾆｳﾑｴﾝｶﾌﾞﾂ,ｽｷｻﾒﾄﾆｳﾑｴﾝｶﾌﾞﾂ,,,False
641220014,スキサメトニウム塩化物注射液　２％５ｍＬ,ｽｷｻﾒﾄﾆｳﾑｴﾝｶﾌﾞﾂ,ｽｷｻﾒﾄﾆｳﾑｴﾝｶﾌﾞﾂ,,,False
641230011,ネオスチグミンメチル硫酸塩注射液　０．０５％１ｍＬ,ﾈｵｽﾁｸﾞﾐﾝﾒﾁﾙﾘｭｳ,ﾈｵｽﾁｸﾞﾐﾝﾒﾁﾙﾘｭｳ,,,False
641230018,ワゴスチグミン注０．５ｍｇ　０．０５％１ｍＬ,ﾜｺﾞｽﾁｸﾞﾐﾝﾁｭｳ0.5MG,ﾜｺﾞｽﾁｸﾞﾐﾝﾁｭｳ0.5MG,,,False
641240037,パパベリン塩酸塩注射液　４％１ｍＬ,ﾊﾟﾊﾟﾍﾞﾘﾝｴﾝ,ﾊﾟﾊﾟﾍﾞﾘﾝｴﾝ,,,False
641240040,アトロピン硫酸塩注射液　０．０５％１ｍＬ,ｱﾄﾛﾋﾟﾝﾘｭｳ,ｱﾄﾛﾋﾟﾝﾘｭｳ,,,False
641240041,硫酸マグネシウム注射液　０．５モル２０ｍＬ,ﾘｭｳ,ﾘｭｳ,,,False
641410014,ポララミン注５ｍｇ　０．５％１ｍＬ,ﾎﾟﾗﾗﾐﾝﾁｭｳ5MG,ﾎﾟﾗﾗﾐﾝﾁｭｳ5MG,,,False
641410015,クロルフェニラミンマレイン酸塩注射液　０．２％１ｍＬ,ｸﾛﾙﾌｪﾆﾗﾐﾝﾏﾚｲﾝ,ｸﾛﾙﾌｪﾆﾗﾐﾝﾏﾚｲﾝ,,,False
641410017,クロルフェニラミンマレイン酸塩注射液　０．５％１ｍＬ,ｸﾛﾙﾌｪﾆﾗﾐﾝﾏﾚｲﾝ,ｸﾛﾙﾌｪﾆﾗﾐﾝﾏﾚｲﾝ,,,False
641410018,クロルフェニラミンマレイン酸塩注射液　１％１ｍＬ,ｸﾛﾙﾌｪﾆﾗﾐﾝﾏﾚｲﾝ,ｸﾛﾙﾌｪﾆﾗﾐﾝﾏﾚｲﾝ,,,False
642110008,アミノフィリン注射液　２．５％１０ｍＬ,ｱﾐﾉﾌｨﾘﾝ,ｱﾐﾉﾌｨﾘﾝ,,,False
642110026,ジゴキシン注射液　０．０２５％１ｍＬ,ｼﾞｺﾞｷｼﾝ,ｼﾞｺﾞｷｼﾝ,,,False
642110032,デスラノシド注射液　０．０２％２ｍＬ,ﾃﾞｽﾗﾉｼﾄﾞ,ﾃﾞｽﾗﾉｼﾄﾞ,,,False
642110084,ドブトレックス注射液１００ｍｇ,ﾄﾞﾌﾞﾄﾚｯｸｽ,ﾄﾞﾌﾞﾄﾚｯｸｽ,,,False
642120006,インデラル注射液２ｍｇ　０．１％２ｍＬ,ｲﾝﾃﾞﾗﾙ,ｲﾝﾃﾞﾗﾙ,,,False
642120014,プロカインアミド塩酸塩注射液　１０％１ｍＬ,ﾌﾟﾛｶｲﾝｱﾐﾄﾞｴﾝ,ﾌﾟﾛｶｲﾝｱﾐﾄﾞｴﾝ,,,False
642120015,プロカインアミド塩酸塩注射液　１０％２ｍＬ,ﾌﾟﾛｶｲﾝｱﾐﾄﾞｴﾝ,ﾌﾟﾛｶｲﾝｱﾐﾄﾞｴﾝ,,,False
642140004,レセルピン注射液　０．０３％１ｍＬ,ﾚｾﾙﾋﾟﾝ,ﾚｾﾙﾋﾟﾝ,,,False
642140005,レセルピン注射液　０．０５％１ｍＬ,ﾚｾﾙﾋﾟﾝ,ﾚｾﾙﾋﾟﾝ,,,False
642140006,レセルピン注射液　０．１％１ｍＬ,ﾚｾﾙﾋﾟﾝ,ﾚｾﾙﾋﾟﾝ,,,False
642140022,ペルジピン注射液２ｍｇ　２ｍＬ,ﾍﾟﾙｼﾞﾋﾟﾝ,ﾍﾟﾙｼﾞﾋﾟﾝ,,,False
642140023,ペルジピン注射液１０ｍｇ　１０ｍＬ,ﾍﾟﾙｼﾞﾋﾟﾝ,ﾍﾟﾙｼﾞﾋﾟﾝ,,,False
642170014,ニトロール注５ｍｇ　０．０５％１０ｍＬ,ﾆﾄﾛｰﾙﾁｭｳ5MG,ﾆﾄﾛｰﾙﾁｭｳ5MG,,,False
642170020,シグマート注２ｍｇ,ｼｸﾞﾏｰﾄﾁｭｳ2MG,ｼｸﾞﾏｰﾄﾁｭｳ2MG,,,False
642170021,シグマート注１２ｍｇ,ｼｸﾞﾏｰﾄﾁｭｳ12MG,ｼｸﾞﾏｰﾄﾁｭｳ12MG,,,False
642190004,Ｄ−マンニトール注射液　２０％２００ｍＬ,D-ﾏﾝﾆﾄｰﾙ,D-ﾏﾝﾆﾄｰﾙ,,,False
